Make,Model,GC Number,kW Gross,kW Net,Net kW (+5%/-10%),Max CO2%,Min CO2%,Max Ratio,Max Co (PPM),Max (Burner Pressure Mb),Min (Burner Pressure Mb),Strip Service Required
Worcester,Greenstar 15 Ri ErP+,4140676,17.09,15.40,13.9 - 16.2,9.8(+/-0.5),9.2(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -5.4mb
Worcester,Greenstar 15i System,4131184,17.09,15.40,13.9 - 16.2,9.8(+/-0.5),9.2(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -5.8mb
Worcester,Greenstar 15i Erp,4140643,17.09,15.40,13.9 - 16.2,9.8(+/-0.5),9.2(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -5.5mb
Worcester,Greenstar 15Ri,4131175,17.09,15.40,13.9 - 16.2,9.8(+/-0.5),9.2(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -5.5mb
Worcester,Greenstar 18i System,4131186,20.51,18.48,16.6 - 19.4,9.8(+/-0.5),9.2(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -8mb
Worcester,Greenstar 18Ri,4131177,20.51,18.48,16.6 - 19.4,9.8(+/-0.5),9.2(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -7.4mb
Worcester,Greenstar 2000 25c,4780026,28.31,25.50,23.0 - 26.8,between 9.0 and 10.8%above 8.2%,,0.0025,250,N/A,N/A,If Fan Pressure Is Less Than -3.2mb
Worcester,Greenstar 25Si,4731184,28.32,25.51,23.0 - 26.8,9.8(+/-0.5),9.2(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -3.3mb
Worcester,Greenstar 24i Junior,4731186,27.18,24.49,22.0 - 25.7,9.8(+/-0.5),9.2(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -3.1mb
Worcester,Greenstar 29Cdi,4740634,34.30,30.90,27.8 - 32.4,9.6(+/-0.4),9.0(+/-0.4),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -3.9mb
Worcester,Greenstar 30CDi,4740614,35.52,32.00,28.8 - 33.6,9.6(+/-0.4),9.0(+/-0.4),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -4.1mb
Worcester,Greenstar 30Si,4731185,33.98,30.61,27.5 - 32.1,9.8(+/-0.5),9.2(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -3.1mb
Worcester,Greenstar 28i Junior,4731187,31.71,28.57,25.7 - 30.0,9.8(+/-0.5),9.2(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -3.9mb
Worcester,Greenstar 24Ri,4131165,27.33,24.62,22.2 - 25.9,9.8(+/-0.5),9.2(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -3.1mb
Worcester,Greenstar 28 Cdi Compact ,4731144,31.71,28.57,25.7 - 30.0,9.1(+1.0/-0.5),8.5(+/-1.0),0.0025,250,N/A,N/A,If Fan Preesure Is Less Than -3.5mb
Worcester,R 30 HE Plus,4131179,32.75,29.50,26.6 - 31.0,9.2,8.8,0.002,200,N/A,N/A,If Fan Pressure Is Less Than -5.2mb
Worcester,Greenstar 28i Junior MkV,4740656,31.71,28.57,25.7 - 30.0,9.8(+/-0.5),9.2(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -3.9mb
Worcester,Greenstar 12Ri ErP,4140641,13.68,12.32,11.1 - 12.9,9.65(+/-0.5),8.65(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -3.6mb
Worcester,Greenstar 15i System ErP,4140625,17.06,15.37,13.8 - 16.1,Between 8.0 and 10.6%,Between 9.0 and 10.8%,0.002,200,N/A,N/A,If Fan Pressure Is Less Than -4.8mb
Ideal,Logic Max System S15,4179613,16.76,15.10,13.6 - 15.9,9.3(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max System S24,4179615,26.97,24.30,21.9 - 25.5,9.5(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max System S30,4179616,33.74,30.40,27.4 - 31.9,9.3(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat H12,4179617,13.43,12.10,10.9 - 12.7,9.1(+/-0.7),8.5(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat H15,4179618,16.76,15.10,13.6 - 15.9,9.3(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat H18,4179619,20.09,18.10,16.3 - 19.0,9.5(+/-0.7),8.9(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat H24,4179620,26.97,24.30,21.9 - 25.5,9.5(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat H30,4179621,33.74,30.40,27.4 - 31.9,9.3(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max System S15 IE,4179661,16.76,15.10,13.6 - 15.9,9.3(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max System S18 IE,4179662,20.09,18.10,16.3 - 19.0,9.5(+/-0.7),8.9(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max System S24 IE,4179663,26.97,24.30,21.9 - 25.5,9.5(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max System S30 IE,4179664,33.74,30.40,27.4 - 31.9,9.3(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat H12 IE,4179665,13.43,12.10,10.9 - 12.7,9.1(+/-0.7),8.5(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat H15 IE,4179666,16.76,15.10,13.6 - 15.9,9.3(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat H18 IE,4179667,20.09,18.10,16.3 - 19.0,9.5(+/-0.7),8.9(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat H24 IE,4179668,26.97,24.30,21.9 - 25.5,9.5(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat H30 IE,4179669,33.74,30.40,27.4 - 31.9,9.3(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max System2 S15,4179697,16.76,15.10,13.6 - 15.9,9.5(+/-0.7),8.9(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max System2 S18,4179698,20.09,18.10,16.3 - 19.0,9.3(+/-0.7),8.3(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max System2 S24,4179699,26.97,24.30,21.9 - 25.5,9.2(+/-0.7),8.5(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max System2 S30,4186001,33.74,30.40,27.4 - 31.9,9.6(+/-0.7),8.7(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat2 H12,4186025,13.43,12.10,10.9 - 12.7,9.1(+/-0.7),8.5(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat2 H15,4186026,16.76,15.10,13.6 - 15.9,9.4(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat2 H18,4186027,20.09,18.10,16.3 - 19.0,9.3(+/-0.7),8.7(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat2 H24,4186028,26.97,24.30,21.9 - 25.5,9.3(+/-0.7),8.4(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Heat2 H30,4186029,33.74,30.40,27.4 - 31.9,9.7(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Combi C24,4734956,26.97,24.30,21.9 - 25.5,9.5(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Combi C30,4734957,33.74,30.40,27.4 - 31.9,9.3(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Combi C35,4734958,39.29,35.40,31.9 - 37.2,9.5(+/-0.7),8.9(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Combi C24 IE,4734987,26.97,24.30,21.9 - 25.5,9.5(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Combi C30 IE,4734988,33.74,30.40,27.4 - 31.9,9.3(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Combi C35 IE,4734989,39.29,35.40,31.9 - 37.2,9.5(+/-0.7),8.9(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Combi2 C24,4734999,26.97,24.30,21.9 - 25.5,9.2(+/-0.7),8.5(+/-0.7),0.004,350,N/A,N/A,Yes
Ideal,Logic Max Combi2 C30,4738701,33.74,30.40,27.4 - 31.9,9.3(+/-0.7),8.5(+/-0.7),0.004,350,N/A,N/A,Yes
Ideal,Logic Max Combi2 C35,4738702,39.29,35.40,31.9 - 37.2,9.7(+/-0.7),8.8(+/-0.7),0.004,350,N/A,N/A,Yes
Ideal,Logic Max Combi2 C24.,4738703,26.97,24.30,21.9 - 25.5,9.2(+/-0.7),8.5(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Combi2 C30.,4738704,33.74,30.40,27.4 - 31.9,9.3(+/-0.7),8.5(+/-0.7),0.004,N/A,N/A,N/A,Yes
Ideal,Logic Max Combi2 C35.,4738705,39.29,35.40,31.9 - 37.2,9.7(+/-0.7),8.8(+/-0.7),0.004,N/A,N/A,N/A,Yes
Vaillant,VCW GB 242 EH,4704413,29.60,26.67,24.0 - 28.0,N/A,N/A,N/A,N/A,5.1,1.5,Yes
Vaillant,EcoMax 828/2 E,4704417,31.08,28.00,25.2 - 29.4,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 2 Years
Vaillant,TURBOmax VUW 242 E,4704425,32.52,29.30,26.4 - 30.8,N/A,N/A,N/A,N/A,10(+/-1.0),2,Yes
Vaillant,TURBOmax VUW 282/1E (and E),4704426,37.96,34.20,30.8 - 35.9,N/A,N/A,N/A,N/A,10.6(+/-1.0),N/A,Yes
Vaillant,EcoMax 835 E,4704427,38.85,35.00,31.5 - 36.8,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 2 Years
Vaillant,TurboMAX Plus 837 E VUW GB 362/2-5,4704428,44.96,40.50,36.5 - 42.5,N/A,N/A,N/A,N/A,12,1.2,Yes
Vaillant,Aqua Plus VUI 362-7,4704429,44.96,40.50,36.5 - 42.5,N/A,N/A,N/A,N/A,10,1.1,Yes
Vaillant,EcoTEC Pro 28,4704430,31.08,28.00,25.2 - 29.4,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 5 Years
Vaillant,EcoTEC Plus 824,4704431,25.53,23.00,20.7 - 24.2,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 831,4704432,34.41,31.00,27.9 - 32.6,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 837,4704433,41.07,37.00,33.3 - 38.9,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 5 Years
Vaillant,EcoTEC Pro 24,4704436,25.53,23.00,20.7 - 24.2,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Exclusive 832,4704437,35.52,32.00,28.8 - 33.6,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Exclusive 838,4704438,42.18,38.00,34.2 - 39.9,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 937,4704439,41.07,37.00,33.3 - 38.9,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 824 VUW GB 246/5-5,4704440,27.42,24.70,22.2 - 25.9,Between 7.8 and 10.2%,N/A,0.0031,250,N/A,N/A,Refer To M.I's
Vaillant,EcoTec Plus 831 VUW GB 316/5-5,4704441,34.63,31.20,28.1 - 32.8,Between 7.8 and 10.2%,N/A,0.0031,250,N/A,N/A,Refer To M.I's
Vaillant,EcoTec Plus 837 VUW GB 376/5-5,4704442,43.51,39.20,35.3 - 41.2,Between 7.8 and 10.2%,N/A,0.0031,250,N/A,N/A,Refer To M.I's
Vaillant,EcoTec Pro 24 VUW GB 246/5-3,4704444,26.31,23.70,21.3 - 24.9,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Pro 28 VUW GB 286/5-3,4704445,32.08,28.90,26.0 - 30.3,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Pro 30 A VUW GB 306/5-3,4704452,33.97,30.60,27.5 - 32.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 835 VUW GB 356/5-5,4704453,39.63,35.70,32.1 - 37.5,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Pro 24 A VUW GB 246/5-3,4704454,26.31,23.70,21.3 - 24.9,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Pro 28 A VUW GB 286/5-3,4704455,30.86,27.80,25.0 - 29.2,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTEC Plus 825,4704457,28.75,25.90,23.3 - 27.2,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,Home Combi 25,4704462,28.53,25.70,23.1 - 27.0,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,Home Combi 30 ,4704463,33.97,30.60,27.5 - 32.1,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,Home Combi 35,4704464,39.63,35.70,32.1 - 37.5,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoFIT Sustain 825 VUW 256/6-3 HGB,4704471,28.53,25.70,23.1 - 27.0,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoFIT Sustain 830 VUW 306/6-3 HGB,4704472,33.97,30.60,27.5 - 32.1,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoFIT Sustain 835 VUW 356/6-3 HGB,4704473,39.63,35.70,32.1 - 37.5,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoTEC Sustain 24 VUW 246/7-2 HGB,4704479,27.08,24.40,22.0 - 25.6,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTEC Sustain 28 VUW 286/7-2 HGB,4704480,31.64,28.50,25.7 - 29.9,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTEC Sustain 34 VUW 346/7-2 HGB,4704481,38.41,34.60,31.1 - 36.3,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 832 VUW GB 326/5-5,4704458,35.96,32.40,29.2 - 34.0,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 838 VUW GB 386/5-5,4704460,43.85,39.50,35.6 - 41.5,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 938 VUW GB 826/5-5 A,4704461,43.85,39.50,35.6 - 41.5,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Exclusive 835,4704466,36.30,32.70,29.4 - 34.3,Between 8.0 and 10.5%,N/A,0.0031,250,N/A,N/A,Refer To M.I's
Vaillant,EcoTec Exclusive 843,4704467,44.62,40.20,36.2 - 42.2,Between 8.0 and 10.5%,N/A,0.0031,250,N/A,N/A,Refer To M.I's
Vaillant,EcoFit Pure Combi 825-VUW 256/6-3,4704468,28.53,25.70,23.1 - 27.0,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure Combi 835-VUW 356/6-3,4704470,39.63,35.70,32.1 - 37.5,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure Combi 830-VUW 306/6-3,4704474,33.97,30.60,27.5 - 32.1,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 835 VUW 306/5-5 H-GB,4704482,38.52,34.70,31.2 - 36.4,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 825 VUW 196/5-5 H-GB,4704483,27.42,24.70,22.2 - 25.9,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 832 VUW 246/5-5 H-GB,4704484,35.74,32.20,29.0 - 33.8,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 832 VUW 246/5-5 P-GB,4704485,35.74,32.20,29.0 - 33.8,10.4(+/-0.5),N/A,0.0026,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 838 VUW 286/5-5 H-GB,4704486,43.51,39.20,35.3 - 41.2,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Pro 24 VUW 246/5-3 H-GB,4704488,26.31,23.70,21.3 - 24.9,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Pro 28 VUW 286/5-3 H-GB,4704489,30.53,27.50,24.8 - 28.9,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Pro 28 VUW 286/5-3 P-GB,4704490,30.53,27.50,24.8 - 28.9,10.4(+/-0.5),N/A,0.0026,250,N/A,N/A,Every 5 Years
Baxi,EcoBlue 12 System Erp,4707023,13.32,12.00,12.0 - 14.0,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,If Ratio is Greater Than 0.0040
Baxi,EcoBlue 18 System Erp,4707025,19.98,18.00,18.0 - 21.0,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,If Ratio is Greater Than 0.0040
Baxi,EcoBlue 24 System Erp,4707026,26.64,24.00,21.6 - 25.2,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,If Ratio is Greater Than 0.0040
Baxi,EcoBlue 28 System Erp,4707027,31.08,28.00,25.2 - 29.4,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,If Ratio is Greater Than 0.0040
